po_id,supplier_id,site_id,part_id,order_date,promised_date,receipt_date,ordered_qty,received_qty,delivery_delay_days,late_delivery,actual_lead_time_days,lead_time_days_x,lead_time_days_y,lead_time_days,lead_time_variance_days,otif
PO024710,SUP037,SITE05,P00255,2023-01-02,2023-02-02,2023-01-30,7,7,-3,0,28,33,33,33,-5,1
PO024711,SUP037,SITE05,P00255,2023-05-22,2023-06-29,2023-06-26,10,10,-3,0,35,33,33,33,2,1
PO024712,SUP037,SITE05,P00255,2023-06-12,2023-07-16,2023-07-16,6,6,0,0,34,33,33,33,1,1
PO024713,SUP037,SITE05,P00255,2023-11-06,2023-12-08,2023-12-06,3,3,-2,0,30,33,33,33,-3,1
PO024714,SUP037,SITE05,P00255,2024-02-26,2024-03-31,2024-03-28,2,2,-3,0,31,33,33,33,-2,1
PO024715,SUP037,SITE05,P00255,2024-03-18,2024-04-25,2024-04-29,4,4,4,1,42,33,33,33,9,0
PO024716,SUP037,SITE05,P00255,2024-09-16,2024-10-18,2024-10-15,4,4,-3,0,29,33,33,33,-4,1
PO024717,SUP037,SITE06,P00255,2022-05-23,2022-06-23,2022-06-26,41,41,3,1,34,33,33,33,1,0
PO024718,SUP037,SITE06,P00255,2022-07-18,2022-08-20,2022-08-19,9,9,-1,0,32,33,33,33,-1,1
PO024719,SUP037,SITE06,P00255,2022-10-10,2022-11-12,2022-11-15,11,7,3,1,36,33,33,33,3,0
PO024720,SUP037,SITE06,P00255,2022-10-24,2022-11-25,2022-11-27,7,7,2,1,34,33,33,33,1,0
PO024721,SUP037,SITE06,P00255,2022-11-14,2022-12-18,2022-12-21,2,1,3,1,37,33,33,33,4,0
PO024722,SUP037,SITE06,P00255,2023-01-09,2023-02-13,2023-02-13,6,6,0,0,35,33,33,33,2,1
PO024723,SUP037,SITE06,P00255,2023-04-17,2023-05-19,2023-05-17,6,6,-2,0,30,33,33,33,-3,1
PO024724,SUP037,SITE06,P00255,2023-05-29,2023-06-27,2023-06-25,5,3,-2,0,27,33,33,33,-6,0
PO024725,SUP037,SITE06,P00255,2023-06-05,2023-07-10,2023-07-15,6,6,5,1,40,33,33,33,7,0
PO024726,SUP037,SITE06,P00255,2023-06-12,2023-07-11,2023-07-14,12,12,3,1,32,33,33,33,-1,0
PO024727,SUP037,SITE06,P00255,2023-07-10,2023-08-16,2023-08-16,14,14,0,0,37,33,33,33,4,1
PO024728,SUP037,SITE06,P00255,2023-09-04,2023-10-06,2023-10-13,6,6,7,1,39,33,33,33,6,0
PO024729,SUP037,SITE06,P00255,2023-12-04,2024-01-07,2024-01-11,5,5,4,1,38,33,33,33,5,0
PO024730,SUP037,SITE06,P00255,2023-12-18,2024-01-23,2024-01-20,17,17,-3,0,33,33,33,33,0,1
PO024731,SUP037,SITE06,P00255,2024-08-19,2024-09-25,2024-09-25,5,5,0,0,37,33,33,33,4,1
PO024732,SUP037,SITE06,P00255,2024-09-30,2024-10-30,2024-10-27,12,12,-3,0,27,33,33,33,-6,1
PO024733,SUP033,SITE01,P00256,2022-02-21,2022-05-20,2022-05-27,10,6,7,1,95,89,89,89,6,0
PO024734,SUP033,SITE01,P00256,2022-07-25,2022-10-31,2022-11-04,7,7,4,1,102,89,89,89,13,0
PO024735,SUP033,SITE01,P00256,2022-09-12,2022-12-17,2022-12-27,5,5,10,1,106,89,89,89,17,0
PO024736,SUP033,SITE01,P00256,2022-10-03,2023-01-01,2023-01-08,11,11,7,1,97,89,89,89,8,0
PO024737,SUP033,SITE01,P00256,2022-11-14,2023-02-19,2023-02-24,8,8,5,1,102,89,89,89,13,0
PO024738,SUP033,SITE01,P00256,2023-01-02,2023-04-14,2023-04-26,29,29,12,1,114,89,89,89,25,0
PO024739,SUP033,SITE01,P00256,2023-01-16,2023-03-26,2023-03-25,9,9,-1,0,68,89,89,89,-21,1
PO024740,SUP033,SITE01,P00256,2023-04-24,2023-07-19,2023-07-23,9,7,4,1,90,89,89,89,1,0
PO024741,SUP033,SITE01,P00256,2023-07-03,2023-10-07,2023-10-17,10,8,10,1,106,89,89,89,17,0
PO024742,SUP033,SITE01,P00256,2023-07-24,2023-10-18,2023-10-23,20,20,5,1,91,89,89,89,2,0
PO024743,SUP033,SITE01,P00256,2023-07-31,2023-10-25,2023-10-31,14,14,6,1,92,89,89,89,3,0
PO024744,SUP033,SITE01,P00256,2023-10-16,2024-01-11,2024-01-19,9,9,8,1,95,89,89,89,6,0
PO024745,SUP033,SITE01,P00256,2024-01-08,2024-04-12,2024-04-15,7,7,3,1,98,89,89,89,9,0
PO024746,SUP033,SITE01,P00256,2024-09-02,2024-12-09,2024-12-12,10,10,3,1,101,89,89,89,12,0
PO024747,SUP033,SITE01,P00256,2024-09-23,2024-12-21,2024-12-30,10,7,9,1,98,89,89,89,9,0
PO024748,SUP033,SITE01,P00256,2024-10-14,2025-01-13,2025-01-19,7,4,6,1,97,89,89,89,8,0
PO024749,SUP033,SITE01,P00256,2024-11-11,2025-02-08,2025-02-12,7,6,4,1,93,89,89,89,4,0
PO024750,SUP033,SITE02,P00256,2022-01-10,2022-04-03,2022-04-14,12,11,11,1,94,89,89,89,5,0
PO024751,SUP033,SITE02,P00256,2022-04-25,2022-07-21,2022-07-23,6,5,2,1,89,89,89,89,0,0
PO024752,SUP033,SITE02,P00256,2022-06-20,2022-08-30,2022-09-03,3,3,4,1,75,89,89,89,-14,0
PO024753,SUP033,SITE02,P00256,2022-07-11,2022-10-12,2022-10-21,12,12,9,1,102,89,89,89,13,0
PO024754,SUP033,SITE02,P00256,2022-12-05,2023-03-07,2023-03-15,17,12,8,1,100,89,89,89,11,0
PO024755,SUP033,SITE02,P00256,2023-02-06,2023-04-29,2023-05-09,8,8,10,1,92,89,89,89,3,0
PO024756,SUP033,SITE02,P00256,2023-03-27,2023-06-30,2023-07-03,14,9,3,1,98,89,89,89,9,0
PO024757,SUP033,SITE02,P00256,2023-04-10,2023-07-10,2023-07-18,13,11,8,1,99,89,89,89,10,0
PO024758,SUP033,SITE02,P00256,2023-06-19,2023-09-29,2023-10-06,8,8,7,1,109,89,89,89,20,0
PO024759,SUP033,SITE02,P00256,2023-06-26,2023-09-16,2023-09-27,8,8,11,1,93,89,89,89,4,0
PO024760,SUP033,SITE02,P00256,2023-08-21,2023-11-06,2023-11-16,9,9,10,1,87,89,89,89,-2,0
PO024761,SUP033,SITE02,P00256,2023-09-25,2023-12-25,2023-12-25,7,7,0,0,91,89,89,89,2,1
PO024762,SUP033,SITE02,P00256,2024-01-01,2024-03-28,2024-04-01,25,25,4,1,91,89,89,89,2,0
PO024763,SUP033,SITE02,P00256,2024-04-01,2024-06-25,2024-06-28,13,13,3,1,88,89,89,89,-1,0
PO024764,SUP033,SITE02,P00256,2024-07-15,2024-10-19,2024-10-22,4,4,3,1,99,89,89,89,10,0
PO024765,SUP033,SITE03,P00256,2022-02-21,2022-05-18,2022-05-25,3,3,7,1,93,89,89,89,4,0
PO024766,SUP033,SITE03,P00256,2022-09-26,2022-12-11,2022-12-15,4,4,4,1,80,89,89,89,-9,0
PO024767,SUP033,SITE03,P00256,2022-10-03,2022-12-28,2023-01-04,7,7,7,1,93,89,89,89,4,0
PO024768,SUP033,SITE03,P00256,2023-01-23,2023-05-01,2023-05-08,3,3,7,1,105,89,89,89,16,0
PO024769,SUP033,SITE03,P00256,2023-02-13,2023-05-10,2023-05-16,3,2,6,1,92,89,89,89,3,0
PO024770,SUP033,SITE03,P00256,2023-06-26,2023-09-19,2023-09-25,21,21,6,1,91,89,89,89,2,0
PO024771,SUP033,SITE03,P00256,2023-11-13,2024-02-04,2024-02-18,11,10,14,1,97,89,89,89,8,0
PO024772,SUP033,SITE03,P00256,2023-11-27,2024-03-03,2024-03-12,3,2,9,1,106,89,89,89,17,0
PO024773,SUP033,SITE03,P00256,2024-01-15,2024-04-20,2024-04-22,4,4,2,1,98,89,89,89,9,0
PO024774,SUP033,SITE03,P00256,2024-04-15,2024-07-26,2024-07-29,4,4,3,1,105,89,89,89,16,0
PO024775,SUP033,SITE03,P00256,2024-05-13,2024-08-06,2024-08-07,4,4,1,1,86,89,89,89,-3,0
PO024776,SUP033,SITE03,P00256,2024-09-16,2024-12-10,2024-12-17,7,7,7,1,92,89,89,89,3,0
PO024777,SUP033,SITE03,P00256,2024-11-18,2025-02-21,2025-02-23,6,6,2,1,97,89,89,89,8,0
PO024778,SUP033,SITE03,P00256,2024-12-23,2025-04-05,2025-04-14,10,10,9,1,112,89,89,89,23,0
PO024779,SUP033,SITE04,P00256,2022-01-31,2022-05-08,2022-05-16,7,7,8,1,105,89,89,89,16,0
PO024780,SUP033,SITE04,P00256,2022-02-14,2022-05-23,2022-05-29,6,5,6,1,104,89,89,89,15,0
PO024781,SUP033,SITE04,P00256,2022-03-14,2022-06-21,2022-06-28,24,24,7,1,106,89,89,89,17,0
PO024782,SUP033,SITE04,P00256,2022-09-19,2022-12-12,2022-12-17,13,13,5,1,89,89,89,89,0,0
PO024783,SUP033,SITE04,P00256,2022-11-28,2023-03-02,2023-03-08,6,6,6,1,100,89,89,89,11,0
PO024784,SUP033,SITE04,P00256,2022-12-19,2023-03-18,2023-03-26,8,8,8,1,97,89,89,89,8,0
PO024785,SUP033,SITE04,P00256,2023-01-09,2023-04-16,2023-04-21,11,10,5,1,102,89,89,89,13,0
PO024786,SUP033,SITE04,P00256,2023-01-16,2023-04-09,2023-04-13,12,12,4,1,87,89,89,89,-2,0
PO024787,SUP033,SITE04,P00256,2023-02-13,2023-05-14,2023-05-17,9,9,3,1,93,89,89,89,4,0
PO024788,SUP033,SITE04,P00256,2023-03-06,2023-06-15,2023-06-26,5,4,11,1,112,89,89,89,23,0
PO024789,SUP033,SITE04,P00256,2023-04-17,2023-07-04,2023-07-07,6,6,3,1,81,89,89,89,-8,0
PO024790,SUP033,SITE04,P00256,2023-04-24,2023-07-24,2023-07-30,13,13,6,1,97,89,89,89,8,0
PO024791,SUP033,SITE04,P00256,2023-05-22,2023-08-18,2023-08-20,11,11,2,1,90,89,89,89,1,0
PO024792,SUP033,SITE04,P00256,2023-06-26,2023-09-19,2023-09-22,9,9,3,1,88,89,89,89,-1,0
PO024793,SUP033,SITE04,P00256,2023-07-24,2023-10-19,2023-10-24,6,6,5,1,92,89,89,89,3,0
PO024794,SUP033,SITE04,P00256,2023-12-25,2024-03-08,2024-03-17,19,19,9,1,83,89,89,89,-6,0
PO024795,SUP033,SITE04,P00256,2024-01-08,2024-04-09,2024-04-11,20,20,2,1,94,89,89,89,5,0
PO024796,SUP033,SITE04,P00256,2024-04-22,2024-07-11,2024-07-14,18,18,3,1,83,89,89,89,-6,0
PO024797,SUP033,SITE04,P00256,2024-09-16,2024-12-16,2024-12-26,11,7,10,1,101,89,89,89,12,0
PO024798,SUP033,SITE04,P00256,2024-09-23,2024-12-24,2025-01-01,12,12,8,1,100,89,89,89,11,0
PO024799,SUP033,SITE05,P00256,2022-02-07,2022-04-25,2022-05-03,21,21,8,1,85,89,89,89,-4,0
PO024800,SUP033,SITE05,P00256,2022-04-04,2022-07-18,2022-07-21,14,14,3,1,108,89,89,89,19,0
PO024801,SUP033,SITE05,P00256,2022-04-25,2022-07-30,2022-08-12,8,8,13,1,109,89,89,89,20,0
PO024802,SUP033,SITE05,P00256,2022-05-09,2022-08-10,2022-08-17,11,9,7,1,100,89,89,89,11,0
PO024803,SUP033,SITE05,P00256,2022-05-16,2022-07-31,2022-08-07,10,10,7,1,83,89,89,89,-6,0
PO024804,SUP033,SITE05,P00256,2022-08-29,2022-11-22,2022-11-27,9,9,5,1,90,89,89,89,1,0
PO024805,SUP033,SITE05,P00256,2022-09-19,2022-12-20,2022-12-27,40,40,7,1,99,89,89,89,10,0
PO024806,SUP033,SITE05,P00256,2022-09-26,2022-12-19,2022-12-17,6,5,-2,0,82,89,89,89,-7,0
PO024807,SUP033,SITE05,P00256,2022-11-07,2023-02-07,2023-02-06,8,6,-1,0,91,89,89,89,2,0
PO024808,SUP033,SITE05,P00256,2022-12-19,2023-03-09,2023-03-17,4,4,8,1,88,89,89,89,-1,0
PO024809,SUP033,SITE05,P00256,2023-02-20,2023-05-08,2023-05-12,17,14,4,1,81,89,89,89,-8,0
PO024810,SUP033,SITE05,P00256,2023-03-20,2023-06-09,2023-06-14,6,6,5,1,86,89,89,89,-3,0
PO024811,SUP033,SITE05,P00256,2023-08-14,2023-11-16,2023-11-24,7,7,8,1,102,89,89,89,13,0
PO024812,SUP033,SITE05,P00256,2023-11-06,2024-02-09,2024-02-15,9,9,6,1,101,89,89,89,12,0
PO024813,SUP033,SITE05,P00256,2024-05-13,2024-08-02,2024-08-08,12,12,6,1,87,89,89,89,-2,0
PO024814,SUP033,SITE05,P00256,2024-07-22,2024-10-25,2024-10-24,16,16,-1,0,94,89,89,89,5,1
PO024815,SUP033,SITE05,P00256,2024-08-26,2024-11-25,2024-11-27,7,7,2,1,93,89,89,89,4,0
PO024816,SUP033,SITE05,P00256,2024-11-18,2025-02-06,2025-02-08,18,18,2,1,82,89,89,89,-7,0
PO024817,SUP033,SITE05,P00256,2024-12-16,2025-03-20,2025-03-29,11,11,9,1,103,89,89,89,14,0
PO024818,SUP033,SITE06,P00256,2022-01-31,2022-04-29,2022-05-04,27,27,5,1,93,89,89,89,4,0
PO024819,SUP033,SITE06,P00256,2022-02-14,2022-05-12,2022-05-23,25,25,11,1,98,89,89,89,9,0
PO024820,SUP033,SITE06,P00256,2022-04-25,2022-07-22,2022-08-02,10,10,11,1,99,89,89,89,10,0
PO024821,SUP033,SITE06,P00256,2022-05-09,2022-08-01,2022-08-07,16,16,6,1,90,89,89,89,1,0
PO024822,SUP033,SITE06,P00256,2022-07-04,2022-09-21,2022-09-26,11,7,5,1,84,89,89,89,-5,0
PO024823,SUP033,SITE06,P00256,2022-07-18,2022-10-14,2022-10-21,8,8,7,1,95,89,89,89,6,0
PO024824,SUP033,SITE06,P00256,2022-10-31,2023-01-23,2023-02-05,10,10,13,1,97,89,89,89,8,0
PO024825,SUP033,SITE06,P00256,2022-11-28,2023-02-23,2023-02-24,9,9,1,1,88,89,89,89,-1,0
PO024826,SUP033,SITE06,P00256,2022-12-26,2023-03-26,2023-03-30,8,6,4,1,94,89,89,89,5,0
PO024827,SUP033,SITE06,P00256,2023-03-20,2023-06-23,2023-06-29,19,19,6,1,101,89,89,89,12,0
PO024828,SUP033,SITE06,P00256,2023-05-08,2023-08-10,2023-08-14,13,13,4,1,98,89,89,89,9,0
PO024829,SUP033,SITE06,P00256,2023-05-15,2023-08-13,2023-08-17,14,14,4,1,94,89,89,89,5,0
PO024830,SUP033,SITE06,P00256,2023-07-17,2023-10-16,2023-10-30,18,18,14,1,105,89,89,89,16,0
PO024831,SUP033,SITE06,P00256,2023-07-31,2023-10-23,2023-10-31,14,14,8,1,92,89,89,89,3,0
PO024832,SUP033,SITE06,P00256,2023-11-20,2024-02-19,2024-02-29,11,11,10,1,101,89,89,89,12,0
PO024833,SUP033,SITE06,P00256,2024-01-01,2024-03-27,2024-03-31,4,4,4,1,90,89,89,89,1,0
PO024834,SUP033,SITE06,P00256,2024-01-22,2024-04-20,2024-04-21,12,12,1,1,90,89,89,89,1,0
PO024835,SUP033,SITE06,P00256,2024-02-19,2024-05-25,2024-05-26,12,12,1,1,97,89,89,89,8,0
PO024836,SUP033,SITE06,P00256,2024-04-01,2024-06-22,2024-06-25,5,5,3,1,85,89,89,89,-4,0
PO024837,SUP033,SITE06,P00256,2024-05-13,2024-08-11,2024-08-21,14,14,10,1,100,89,89,89,11,0
PO024838,SUP033,SITE06,P00256,2024-06-03,2024-08-24,2024-08-31,50,50,7,1,89,89,89,89,0,0
PO024839,SUP033,SITE06,P00256,2024-08-26,2024-11-28,2024-12-03,21,17,5,1,99,89,89,89,10,0
PO024840,SUP033,SITE06,P00256,2024-09-16,2024-12-02,2024-12-07,4,4,5,1,82,89,89,89,-7,0
PO024841,SUP033,SITE06,P00256,2024-09-23,2024-12-28,2025-01-05,12,11,8,1,104,89,89,89,15,0
PO024842,SUP033,SITE06,P00256,2024-10-21,2025-01-06,2025-01-15,21,21,9,1,86,89,89,89,-3,0
PO024843,SUP033,SITE06,P00256,2024-12-02,2025-02-27,2025-03-05,19,19,6,1,93,89,89,89,4,0
PO024844,SUP033,SITE06,P00256,2024-12-16,2025-03-14,2025-03-24,16,16,10,1,98,89,89,89,9,0
PO024845,SUP038,SITE01,P00257,2022-02-14,2022-04-16,2022-04-13,19,16,-3,0,58,54,54,54,4,0
PO024846,SUP038,SITE01,P00257,2022-04-11,2022-06-05,2022-06-05,18,18,0,0,55,54,54,54,1,1
PO024847,SUP038,SITE01,P00257,2022-05-09,2022-06-28,2022-06-28,15,15,0,0,50,54,54,54,-4,1
PO024848,SUP038,SITE01,P00257,2022-05-23,2022-07-19,2022-07-22,9,9,3,1,60,54,54,54,6,0
PO024849,SUP038,SITE01,P00257,2022-05-30,2022-07-24,2022-07-23,8,8,-1,0,54,54,54,54,0,1
PO024850,SUP038,SITE01,P00257,2022-07-04,2022-08-31,2022-09-01,22,22,1,1,59,54,54,54,5,0
PO024851,SUP038,SITE01,P00257,2022-07-11,2022-09-06,2022-09-09,10,10,3,1,60,54,54,54,6,0
PO024852,SUP038,SITE01,P00257,2022-07-18,2022-09-15,2022-09-18,6,6,3,1,62,54,54,54,8,0
PO024853,SUP038,SITE01,P00257,2022-08-08,2022-09-25,2022-09-25,11,11,0,0,48,54,54,54,-6,1
PO024854,SUP038,SITE01,P00257,2022-09-05,2022-10-28,2022-11-01,14,14,4,1,57,54,54,54,3,0
PO024855,SUP038,SITE01,P00257,2022-10-31,2022-12-24,2022-12-24,9,9,0,0,54,54,54,54,0,1
PO024856,SUP038,SITE01,P00257,2022-12-19,2023-02-07,2023-02-09,17,17,2,1,52,54,54,54,-2,0
PO024857,SUP038,SITE01,P00257,2023-03-20,2023-05-17,2023-05-19,8,8,2,1,60,54,54,54,6,0
PO024858,SUP038,SITE01,P00257,2023-05-01,2023-06-15,2023-06-19,20,20,4,1,49,54,54,54,-5,0
PO024859,SUP038,SITE01,P00257,2023-07-03,2023-08-23,2023-08-30,14,14,7,1,58,54,54,54,4,0
PO024860,SUP038,SITE01,P00257,2023-09-18,2023-11-10,2023-11-14,6,5,4,1,57,54,54,54,3,0
PO024861,SUP038,SITE01,P00257,2024-01-08,2024-03-02,2024-03-02,9,7,0,0,54,54,54,54,0,0
PO024862,SUP038,SITE01,P00257,2024-04-22,2024-06-22,2024-06-24,11,11,2,1,63,54,54,54,9,0
PO024863,SUP038,SITE01,P00257,2024-04-29,2024-06-23,2024-06-26,13,12,3,1,58,54,54,54,4,0
PO024864,SUP038,SITE01,P00257,2024-07-22,2024-09-12,2024-09-13,28,28,1,1,53,54,54,54,-1,0
PO024865,SUP038,SITE01,P00257,2024-08-12,2024-10-02,2024-10-08,12,12,6,1,57,54,54,54,3,0
PO024866,SUP038,SITE01,P00257,2024-09-16,2024-11-14,2024-11-14,8,8,0,0,59,54,54,54,5,1
PO024867,SUP038,SITE01,P00257,2024-09-23,2024-11-18,2024-11-20,9,9,2,1,58,54,54,54,4,0
PO024868,SUP038,SITE01,P00257,2024-09-30,2024-11-21,2024-11-24,13,13,3,1,55,54,54,54,1,0
PO024869,SUP038,SITE01,P00257,2024-10-28,2024-12-14,2024-12-20,24,24,6,1,53,54,54,54,-1,0
PO024870,SUP038,SITE01,P00257,2024-11-18,2025-01-07,2025-01-08,27,27,1,1,51,54,54,54,-3,0
PO024871,SUP038,SITE01,P00257,2024-12-09,2025-02-03,2025-02-10,10,10,7,1,63,54,54,54,9,0
PO024872,SUP038,SITE02,P00257,2022-01-10,2022-03-06,2022-03-08,32,32,2,1,57,54,54,54,3,0
PO024873,SUP038,SITE02,P00257,2022-02-14,2022-04-05,2022-04-10,6,6,5,1,55,54,54,54,1,0
PO024874,SUP038,SITE02,P00257,2022-04-18,2022-06-05,2022-06-06,22,22,1,1,49,54,54,54,-5,0
PO024875,SUP038,SITE02,P00257,2022-04-25,2022-06-17,2022-06-16,14,14,-1,0,52,54,54,54,-2,1
PO024876,SUP038,SITE02,P00257,2022-05-16,2022-07-11,2022-07-12,12,12,1,1,57,54,54,54,3,0
PO024877,SUP038,SITE02,P00257,2022-06-20,2022-08-12,2022-08-10,10,10,-2,0,51,54,54,54,-3,1
PO024878,SUP038,SITE02,P00257,2022-08-15,2022-10-08,2022-10-05,19,19,-3,0,51,54,54,54,-3,1
PO024879,SUP038,SITE02,P00257,2022-08-22,2022-10-16,2022-10-16,30,30,0,0,55,54,54,54,1,1
PO024880,SUP038,SITE02,P00257,2022-10-03,2022-11-13,2022-11-13,9,9,0,0,41,54,54,54,-13,1
PO024881,SUP038,SITE02,P00257,2022-10-10,2022-12-04,2022-12-06,20,20,2,1,57,54,54,54,3,0
PO024882,SUP038,SITE02,P00257,2022-10-17,2022-12-05,2022-12-08,15,15,3,1,52,54,54,54,-2,0
PO024883,SUP038,SITE02,P00257,2023-01-09,2023-03-08,2023-03-07,14,11,-1,0,57,54,54,54,3,0
PO024884,SUP038,SITE02,P00257,2023-01-30,2023-03-22,2023-03-23,25,18,1,1,52,54,54,54,-2,0
PO024885,SUP038,SITE02,P00257,2023-02-06,2023-03-28,2023-04-01,59,59,4,1,54,54,54,54,0,0
PO024886,SUP038,SITE02,P00257,2023-03-13,2023-05-03,2023-05-08,10,10,5,1,56,54,54,54,2,0
PO024887,SUP038,SITE02,P00257,2023-06-26,2023-08-25,2023-08-26,15,13,1,1,61,54,54,54,7,0
PO024888,SUP038,SITE02,P00257,2023-08-07,2023-10-03,2023-10-10,18,18,7,1,64,54,54,54,10,0
PO024889,SUP038,SITE02,P00257,2023-09-04,2023-11-02,2023-11-05,12,12,3,1,62,54,54,54,8,0
PO024890,SUP038,SITE02,P00257,2023-09-11,2023-11-01,2023-11-05,23,23,4,1,55,54,54,54,1,0
PO024891,SUP038,SITE02,P00257,2023-09-18,2023-11-08,2023-11-14,12,12,6,1,57,54,54,54,3,0
PO024892,SUP038,SITE02,P00257,2023-10-02,2023-11-26,2023-11-26,6,6,0,0,55,54,54,54,1,1
PO024893,SUP038,SITE02,P00257,2023-12-04,2024-01-24,2024-01-27,6,6,3,1,54,54,54,54,0,0
PO024894,SUP038,SITE02,P00257,2024-01-08,2024-03-08,2024-03-14,18,18,6,1,66,54,54,54,12,0
PO024895,SUP038,SITE02,P00257,2024-03-18,2024-05-12,2024-05-17,8,8,5,1,60,54,54,54,6,0
PO024896,SUP038,SITE02,P00257,2024-03-25,2024-05-09,2024-05-10,8,5,1,1,46,54,54,54,-8,0
PO024897,SUP038,SITE02,P00257,2024-04-29,2024-06-23,2024-06-23,11,11,0,0,55,54,54,54,1,1
PO024898,SUP038,SITE02,P00257,2024-06-17,2024-08-07,2024-08-08,9,9,1,1,52,54,54,54,-2,0
PO024899,SUP038,SITE02,P00257,2024-07-08,2024-08-28,2024-09-09,22,20,12,1,63,54,54,54,9,0
PO024900,SUP038,SITE02,P00257,2024-09-16,2024-11-07,2024-11-10,34,34,3,1,55,54,54,54,1,0
PO024901,SUP038,SITE02,P00257,2024-11-04,2024-12-23,2024-12-23,20,20,0,0,49,54,54,54,-5,1
PO024902,SUP038,SITE02,P00257,2024-11-18,2025-01-17,2025-01-20,10,10,3,1,63,54,54,54,9,0
PO024903,SUP038,SITE03,P00257,2022-01-03,2022-02-23,2022-02-25,9,9,2,1,53,54,54,54,-1,0
PO024904,SUP038,SITE03,P00257,2022-03-14,2022-05-07,2022-05-17,15,15,10,1,64,54,54,54,10,0
PO024905,SUP038,SITE03,P00257,2022-03-21,2022-05-07,2022-05-09,21,21,2,1,49,54,54,54,-5,0
PO024906,SUP038,SITE03,P00257,2022-05-30,2022-07-24,2022-07-21,21,21,-3,0,52,54,54,54,-2,1
PO024907,SUP038,SITE03,P00257,2022-06-13,2022-08-05,2022-08-06,35,35,1,1,54,54,54,54,0,0
PO024908,SUP038,SITE03,P00257,2022-07-04,2022-09-01,2022-09-05,7,7,4,1,63,54,54,54,9,0
PO024909,SUP038,SITE03,P00257,2022-07-18,2022-09-07,2022-09-10,45,45,3,1,54,54,54,54,0,0
PO024910,SUP038,SITE03,P00257,2022-10-24,2022-12-16,2022-12-13,16,16,-3,0,50,54,54,54,-4,1
PO024911,SUP038,SITE03,P00257,2022-12-12,2023-02-02,2023-02-02,22,21,0,0,52,54,54,54,-2,0
PO024912,SUP038,SITE03,P00257,2023-01-09,2023-03-08,2023-03-06,11,10,-2,0,56,54,54,54,2,0
PO024913,SUP038,SITE03,P00257,2023-03-27,2023-05-26,2023-05-25,24,24,-1,0,59,54,54,54,5,1
PO024914,SUP038,SITE03,P00257,2023-05-01,2023-06-28,2023-07-04,25,25,6,1,64,54,54,54,10,0
PO024915,SUP038,SITE03,P00257,2023-05-29,2023-07-17,2023-07-22,11,11,5,1,54,54,54,54,0,0
PO024916,SUP038,SITE03,P00257,2023-06-12,2023-07-31,2023-07-29,10,10,-2,0,47,54,54,54,-7,1
PO024917,SUP038,SITE03,P00257,2023-06-26,2023-08-14,2023-08-14,25,25,0,0,49,54,54,54,-5,1
PO024918,SUP038,SITE03,P00257,2023-07-03,2023-08-30,2023-08-30,20,20,0,0,58,54,54,54,4,1
PO024919,SUP038,SITE03,P00257,2023-09-04,2023-10-25,2023-10-26,14,13,1,1,52,54,54,54,-2,0
PO024920,SUP038,SITE03,P00257,2023-09-25,2023-11-13,2023-11-10,15,15,-3,0,46,54,54,54,-8,1
PO024921,SUP038,SITE03,P00257,2023-10-09,2023-12-04,2023-12-03,42,42,-1,0,55,54,54,54,1,1
PO024922,SUP038,SITE03,P00257,2023-11-13,2024-01-10,2024-01-09,17,17,-1,0,57,54,54,54,3,1
PO024923,SUP038,SITE03,P00257,2023-11-20,2024-01-09,2024-01-09,17,17,0,0,50,54,54,54,-4,1
PO024924,SUP038,SITE03,P00257,2023-12-11,2024-02-03,2024-02-10,10,10,7,1,61,54,54,54,7,0
PO024925,SUP038,SITE03,P00257,2024-01-22,2024-03-10,2024-03-14,16,16,4,1,52,54,54,54,-2,0
PO024926,SUP038,SITE03,P00257,2024-02-05,2024-04-01,2024-04-03,29,29,2,1,58,54,54,54,4,0
PO024927,SUP038,SITE03,P00257,2024-03-11,2024-05-10,2024-05-09,19,19,-1,0,59,54,54,54,5,1
PO024928,SUP038,SITE03,P00257,2024-04-01,2024-05-20,2024-05-20,9,9,0,0,49,54,54,54,-5,1
PO024929,SUP038,SITE03,P00257,2024-05-27,2024-07-14,2024-07-16,11,11,2,1,50,54,54,54,-4,0
PO024930,SUP038,SITE03,P00257,2024-06-24,2024-08-13,2024-08-20,12,12,7,1,57,54,54,54,3,0
PO024931,SUP038,SITE03,P00257,2024-07-01,2024-08-27,2024-08-31,39,39,4,1,61,54,54,54,7,0
PO024932,SUP038,SITE03,P00257,2024-07-29,2024-09-28,2024-09-29,25,25,1,1,62,54,54,54,8,0
PO024933,SUP038,SITE03,P00257,2024-08-12,2024-10-06,2024-10-06,51,38,0,0,55,54,54,54,1,0
PO024934,SUP038,SITE03,P00257,2024-08-26,2024-10-24,2024-10-24,46,46,0,0,59,54,54,54,5,1
PO024935,SUP038,SITE03,P00257,2024-09-09,2024-11-03,2024-10-31,9,9,-3,0,52,54,54,54,-2,1
PO024936,SUP038,SITE03,P00257,2024-11-11,2025-01-06,2025-01-03,27,27,-3,0,53,54,54,54,-1,1
PO024937,SUP038,SITE03,P00257,2024-12-02,2025-01-20,2025-01-20,22,22,0,0,49,54,54,54,-5,1
PO024938,SUP038,SITE04,P00257,2022-01-24,2022-03-19,2022-03-20,76,76,1,1,55,54,54,54,1,0
