po_id,supplier_id,site_id,part_id,order_date,promised_date,receipt_date,ordered_qty,received_qty
PO024600,SUP034,SITE01,P00254,2024-09-09,2024-10-14,2024-10-14,2,2
PO024601,SUP034,SITE01,P00254,2024-11-18,2024-12-19,2024-12-24,2,2
PO024602,SUP034,SITE01,P00254,2024-12-02,2025-01-04,2025-01-02,2,2
PO024603,SUP034,SITE02,P00254,2022-07-04,2022-08-09,2022-08-06,3,3
PO024604,SUP034,SITE02,P00254,2022-07-25,2022-08-28,2022-09-02,4,3
PO024605,SUP034,SITE02,P00254,2023-02-06,2023-03-11,2023-03-10,2,2
PO024606,SUP034,SITE02,P00254,2023-08-14,2023-09-17,2023-09-20,4,4
PO024607,SUP034,SITE02,P00254,2024-01-01,2024-02-01,2024-01-31,6,6
PO024608,SUP034,SITE02,P00254,2024-01-08,2024-02-13,2024-02-10,2,2
PO024609,SUP034,SITE02,P00254,2024-02-05,2024-03-10,2024-03-13,4,4
PO024610,SUP034,SITE02,P00254,2024-05-27,2024-07-02,2024-06-30,3,3
PO024611,SUP034,SITE02,P00254,2024-08-05,2024-09-08,2024-09-11,5,5
PO024612,SUP034,SITE03,P00254,2022-03-28,2022-05-02,2022-05-02,9,9
PO024613,SUP034,SITE03,P00254,2022-04-04,2022-05-08,2022-05-06,7,7
PO024614,SUP034,SITE03,P00254,2023-03-27,2023-04-29,2023-05-03,6,6
PO024615,SUP034,SITE03,P00254,2023-05-08,2023-06-14,2023-06-16,12,12
PO024616,SUP034,SITE03,P00254,2023-07-31,2023-09-04,2023-09-09,12,12
PO024617,SUP034,SITE03,P00254,2023-12-11,2024-01-18,2024-01-18,4,4
PO024618,SUP034,SITE03,P00254,2024-01-29,2024-03-04,2024-03-05,5,5
PO024619,SUP034,SITE03,P00254,2024-04-29,2024-06-05,2024-06-08,5,5
PO024620,SUP034,SITE03,P00254,2024-06-17,2024-07-18,2024-07-20,11,11
PO024621,SUP034,SITE03,P00254,2024-09-16,2024-10-21,2024-10-22,2,2
PO024622,SUP034,SITE03,P00254,2024-10-14,2024-11-20,2024-11-20,7,7
PO024623,SUP034,SITE03,P00254,2024-12-16,2025-01-19,2025-01-16,8,8
PO024624,SUP034,SITE04,P00254,2022-02-14,2022-03-24,2022-03-29,12,12
PO024625,SUP034,SITE04,P00254,2022-02-28,2022-04-03,2022-04-08,8,8
PO024626,SUP034,SITE04,P00254,2022-08-08,2022-09-06,2022-09-09,7,7
PO024627,SUP034,SITE04,P00254,2022-09-05,2022-10-09,2022-10-14,7,7
PO024628,SUP034,SITE04,P00254,2022-12-05,2023-01-09,2023-01-09,3,3
PO024629,SUP034,SITE04,P00254,2023-02-27,2023-04-05,2023-04-02,5,5
PO024630,SUP034,SITE04,P00254,2023-05-01,2023-06-04,2023-06-09,16,16
PO024631,SUP034,SITE04,P00254,2023-06-12,2023-07-15,2023-07-16,9,9
PO024632,SUP034,SITE04,P00254,2023-08-14,2023-09-17,2023-09-17,8,8
PO024633,SUP034,SITE04,P00254,2023-08-21,2023-09-23,2023-09-23,10,10
PO024634,SUP034,SITE04,P00254,2024-03-04,2024-04-07,2024-04-07,24,24
PO024635,SUP034,SITE04,P00254,2024-04-08,2024-05-11,2024-05-17,6,6
PO024636,SUP034,SITE04,P00254,2024-04-15,2024-05-21,2024-05-18,9,9
PO024637,SUP034,SITE04,P00254,2024-06-24,2024-07-30,2024-07-29,35,35
PO024638,SUP034,SITE04,P00254,2024-10-28,2024-12-06,2024-12-04,9,9
PO024639,SUP034,SITE05,P00254,2022-01-10,2022-02-12,2022-02-14,8,8
PO024640,SUP034,SITE05,P00254,2022-04-04,2022-05-08,2022-05-11,7,7
PO024641,SUP034,SITE05,P00254,2022-05-09,2022-06-17,2022-06-20,10,10
PO024642,SUP034,SITE05,P00254,2022-10-31,2022-12-06,2022-12-04,10,10
PO024643,SUP034,SITE05,P00254,2023-01-02,2023-02-11,2023-02-08,7,7
PO024644,SUP034,SITE05,P00254,2023-01-23,2023-03-03,2023-03-06,15,15
PO024645,SUP034,SITE05,P00254,2023-05-29,2023-07-04,2023-07-04,4,4
PO024646,SUP034,SITE05,P00254,2024-09-02,2024-10-05,2024-10-03,8,8
PO024647,SUP034,SITE05,P00254,2024-09-23,2024-10-28,2024-10-28,8,8
PO024648,SUP034,SITE05,P00254,2024-11-18,2024-12-22,2024-12-21,7,7
PO024649,SUP034,SITE06,P00254,2022-03-21,2022-04-25,2022-04-26,11,11
PO024650,SUP034,SITE06,P00254,2022-04-11,2022-05-17,2022-05-19,12,12
PO024651,SUP034,SITE06,P00254,2022-04-18,2022-05-26,2022-05-26,9,9
PO024652,SUP034,SITE06,P00254,2022-05-02,2022-06-07,2022-06-12,8,8
PO024653,SUP034,SITE06,P00254,2022-09-05,2022-10-07,2022-10-10,9,9
PO024654,SUP034,SITE06,P00254,2022-10-03,2022-11-12,2022-11-09,28,28
PO024655,SUP034,SITE06,P00254,2022-10-31,2022-12-08,2022-12-10,9,9
PO024656,SUP034,SITE06,P00254,2023-03-20,2023-04-23,2023-04-27,22,22
PO024657,SUP034,SITE06,P00254,2023-06-05,2023-07-08,2023-07-07,16,16
PO024658,SUP034,SITE06,P00254,2023-07-03,2023-08-02,2023-08-03,8,8
PO024659,SUP034,SITE06,P00254,2023-10-23,2023-11-22,2023-11-21,5,4
PO024660,SUP034,SITE06,P00254,2024-01-29,2024-02-26,2024-02-23,24,24
PO024661,SUP034,SITE06,P00254,2024-03-25,2024-04-27,2024-05-02,17,17
PO024662,SUP034,SITE06,P00254,2024-04-01,2024-05-07,2024-05-05,12,12
PO024663,SUP034,SITE06,P00254,2024-07-08,2024-08-14,2024-08-11,4,4
PO024664,SUP034,SITE06,P00254,2024-07-15,2024-08-17,2024-08-19,7,7
PO024665,SUP034,SITE06,P00254,2024-08-05,2024-09-10,2024-09-07,6,6
PO024666,SUP034,SITE06,P00254,2024-09-02,2024-10-04,2024-10-04,19,19
PO024667,SUP034,SITE06,P00254,2024-11-18,2024-12-26,2024-12-23,18,18
PO024668,SUP034,SITE06,P00254,2024-12-16,2025-01-24,2025-01-28,5,5
PO024669,SUP037,SITE01,P00255,2022-02-07,2022-03-11,2022-03-10,4,4
PO024670,SUP037,SITE01,P00255,2022-06-27,2022-07-28,2022-07-25,8,8
PO024671,SUP037,SITE01,P00255,2023-01-16,2023-02-18,2023-02-15,3,3
PO024672,SUP037,SITE01,P00255,2023-03-13,2023-04-13,2023-04-12,7,7
PO024673,SUP037,SITE01,P00255,2023-05-01,2023-06-01,2023-05-31,6,6
PO024674,SUP037,SITE01,P00255,2023-06-05,2023-07-03,2023-07-02,3,3
PO024675,SUP037,SITE01,P00255,2023-12-04,2024-01-05,2024-01-06,4,4
PO024676,SUP037,SITE02,P00255,2022-01-03,2022-02-04,2022-02-01,2,2
PO024677,SUP037,SITE02,P00255,2022-04-11,2022-05-13,2022-05-12,2,2
PO024678,SUP037,SITE02,P00255,2022-07-04,2022-08-02,2022-07-31,4,4
PO024679,SUP037,SITE02,P00255,2022-09-12,2022-10-15,2022-10-17,9,9
PO024680,SUP037,SITE02,P00255,2022-11-21,2022-12-24,2022-12-23,17,17
PO024681,SUP037,SITE02,P00255,2023-03-20,2023-04-20,2023-04-17,5,5
PO024682,SUP037,SITE02,P00255,2023-11-27,2024-01-02,2024-01-03,4,4
PO024683,SUP037,SITE02,P00255,2023-12-25,2024-02-02,2024-02-03,3,2
PO024684,SUP037,SITE02,P00255,2024-02-19,2024-03-27,2024-04-02,7,7
PO024685,SUP037,SITE02,P00255,2024-09-02,2024-10-03,2024-10-05,6,6
PO024686,SUP037,SITE03,P00255,2022-06-20,2022-07-25,2022-07-30,5,5
PO024687,SUP037,SITE03,P00255,2023-06-26,2023-08-02,2023-07-31,7,7
PO024688,SUP037,SITE03,P00255,2023-07-24,2023-08-27,2023-08-27,5,5
PO024689,SUP037,SITE03,P00255,2023-08-14,2023-09-19,2023-09-16,14,12
PO024690,SUP037,SITE03,P00255,2023-12-18,2024-01-21,2024-01-19,3,2
PO024691,SUP037,SITE03,P00255,2024-08-26,2024-10-01,2024-10-03,3,3
PO024692,SUP037,SITE03,P00255,2024-10-07,2024-11-09,2024-11-12,4,4
PO024693,SUP037,SITE04,P00255,2022-03-07,2022-04-11,2022-04-12,5,5
PO024694,SUP037,SITE04,P00255,2022-09-19,2022-10-24,2022-10-26,4,4
PO024695,SUP037,SITE04,P00255,2022-10-31,2022-12-05,2022-12-06,7,7
PO024696,SUP037,SITE04,P00255,2023-01-16,2023-02-17,2023-02-17,5,5
PO024697,SUP037,SITE04,P00255,2023-03-13,2023-04-12,2023-04-09,10,8
PO024698,SUP037,SITE04,P00255,2023-04-24,2023-05-31,2023-06-04,25,25
PO024699,SUP037,SITE04,P00255,2023-07-31,2023-08-29,2023-08-28,11,11
PO024700,SUP037,SITE04,P00255,2023-12-25,2024-01-27,2024-01-28,11,11
PO024701,SUP037,SITE04,P00255,2024-04-08,2024-05-08,2024-05-05,3,2
PO024702,SUP037,SITE04,P00255,2024-04-29,2024-06-04,2024-06-11,8,8
PO024703,SUP037,SITE04,P00255,2024-06-03,2024-07-04,2024-07-02,4,4
PO024704,SUP037,SITE04,P00255,2024-08-12,2024-09-16,2024-09-13,5,3
PO024705,SUP037,SITE04,P00255,2024-09-02,2024-10-09,2024-10-10,5,5
PO024706,SUP037,SITE05,P00255,2022-02-21,2022-03-31,2022-03-29,3,3
PO024707,SUP037,SITE05,P00255,2022-03-21,2022-04-27,2022-04-30,3,3
PO024708,SUP037,SITE05,P00255,2022-09-12,2022-10-16,2022-10-22,4,4
PO024709,SUP037,SITE05,P00255,2022-12-05,2023-01-09,2023-01-11,3,3
PO024710,SUP037,SITE05,P00255,2023-01-02,2023-02-02,2023-01-30,7,7
PO024711,SUP037,SITE05,P00255,2023-05-22,2023-06-29,2023-06-26,10,10
PO024712,SUP037,SITE05,P00255,2023-06-12,2023-07-16,2023-07-16,6,6
PO024713,SUP037,SITE05,P00255,2023-11-06,2023-12-08,2023-12-06,3,3
PO024714,SUP037,SITE05,P00255,2024-02-26,2024-03-31,2024-03-28,2,2
PO024715,SUP037,SITE05,P00255,2024-03-18,2024-04-25,2024-04-29,4,4
PO024716,SUP037,SITE05,P00255,2024-09-16,2024-10-18,2024-10-15,4,4
PO024717,SUP037,SITE06,P00255,2022-05-23,2022-06-23,2022-06-26,41,41
PO024718,SUP037,SITE06,P00255,2022-07-18,2022-08-20,2022-08-19,9,9
PO024719,SUP037,SITE06,P00255,2022-10-10,2022-11-12,2022-11-15,11,7
PO024720,SUP037,SITE06,P00255,2022-10-24,2022-11-25,2022-11-27,7,7
PO024721,SUP037,SITE06,P00255,2022-11-14,2022-12-18,2022-12-21,2,1
PO024722,SUP037,SITE06,P00255,2023-01-09,2023-02-13,2023-02-13,6,6
PO024723,SUP037,SITE06,P00255,2023-04-17,2023-05-19,2023-05-17,6,6
PO024724,SUP037,SITE06,P00255,2023-05-29,2023-06-27,2023-06-25,5,3
PO024725,SUP037,SITE06,P00255,2023-06-05,2023-07-10,2023-07-15,6,6
PO024726,SUP037,SITE06,P00255,2023-06-12,2023-07-11,2023-07-14,12,12
PO024727,SUP037,SITE06,P00255,2023-07-10,2023-08-16,2023-08-16,14,14
PO024728,SUP037,SITE06,P00255,2023-09-04,2023-10-06,2023-10-13,6,6
PO024729,SUP037,SITE06,P00255,2023-12-04,2024-01-07,2024-01-11,5,5
PO024730,SUP037,SITE06,P00255,2023-12-18,2024-01-23,2024-01-20,17,17
PO024731,SUP037,SITE06,P00255,2024-08-19,2024-09-25,2024-09-25,5,5
PO024732,SUP037,SITE06,P00255,2024-09-30,2024-10-30,2024-10-27,12,12
PO024733,SUP033,SITE01,P00256,2022-02-21,2022-05-20,2022-05-27,10,6
PO024734,SUP033,SITE01,P00256,2022-07-25,2022-10-31,2022-11-04,7,7
PO024735,SUP033,SITE01,P00256,2022-09-12,2022-12-17,2022-12-27,5,5
PO024736,SUP033,SITE01,P00256,2022-10-03,2023-01-01,2023-01-08,11,11
PO024737,SUP033,SITE01,P00256,2022-11-14,2023-02-19,2023-02-24,8,8
PO024738,SUP033,SITE01,P00256,2023-01-02,2023-04-14,2023-04-26,29,29
PO024739,SUP033,SITE01,P00256,2023-01-16,2023-03-26,2023-03-25,9,9
PO024740,SUP033,SITE01,P00256,2023-04-24,2023-07-19,2023-07-23,9,7
PO024741,SUP033,SITE01,P00256,2023-07-03,2023-10-07,2023-10-17,10,8
PO024742,SUP033,SITE01,P00256,2023-07-24,2023-10-18,2023-10-23,20,20
PO024743,SUP033,SITE01,P00256,2023-07-31,2023-10-25,2023-10-31,14,14
PO024744,SUP033,SITE01,P00256,2023-10-16,2024-01-11,2024-01-19,9,9
PO024745,SUP033,SITE01,P00256,2024-01-08,2024-04-12,2024-04-15,7,7
PO024746,SUP033,SITE01,P00256,2024-09-02,2024-12-09,2024-12-12,10,10
PO024747,SUP033,SITE01,P00256,2024-09-23,2024-12-21,2024-12-30,10,7
PO024748,SUP033,SITE01,P00256,2024-10-14,2025-01-13,2025-01-19,7,4
PO024749,SUP033,SITE01,P00256,2024-11-11,2025-02-08,2025-02-12,7,6
PO024750,SUP033,SITE02,P00256,2022-01-10,2022-04-03,2022-04-14,12,11
PO024751,SUP033,SITE02,P00256,2022-04-25,2022-07-21,2022-07-23,6,5
PO024752,SUP033,SITE02,P00256,2022-06-20,2022-08-30,2022-09-03,3,3
PO024753,SUP033,SITE02,P00256,2022-07-11,2022-10-12,2022-10-21,12,12
PO024754,SUP033,SITE02,P00256,2022-12-05,2023-03-07,2023-03-15,17,12
PO024755,SUP033,SITE02,P00256,2023-02-06,2023-04-29,2023-05-09,8,8
PO024756,SUP033,SITE02,P00256,2023-03-27,2023-06-30,2023-07-03,14,9
PO024757,SUP033,SITE02,P00256,2023-04-10,2023-07-10,2023-07-18,13,11
PO024758,SUP033,SITE02,P00256,2023-06-19,2023-09-29,2023-10-06,8,8
PO024759,SUP033,SITE02,P00256,2023-06-26,2023-09-16,2023-09-27,8,8
PO024760,SUP033,SITE02,P00256,2023-08-21,2023-11-06,2023-11-16,9,9
PO024761,SUP033,SITE02,P00256,2023-09-25,2023-12-25,2023-12-25,7,7
PO024762,SUP033,SITE02,P00256,2024-01-01,2024-03-28,2024-04-01,25,25
PO024763,SUP033,SITE02,P00256,2024-04-01,2024-06-25,2024-06-28,13,13
PO024764,SUP033,SITE02,P00256,2024-07-15,2024-10-19,2024-10-22,4,4
PO024765,SUP033,SITE03,P00256,2022-02-21,2022-05-18,2022-05-25,3,3
PO024766,SUP033,SITE03,P00256,2022-09-26,2022-12-11,2022-12-15,4,4
PO024767,SUP033,SITE03,P00256,2022-10-03,2022-12-28,2023-01-04,7,7
PO024768,SUP033,SITE03,P00256,2023-01-23,2023-05-01,2023-05-08,3,3
PO024769,SUP033,SITE03,P00256,2023-02-13,2023-05-10,2023-05-16,3,2
PO024770,SUP033,SITE03,P00256,2023-06-26,2023-09-19,2023-09-25,21,21
PO024771,SUP033,SITE03,P00256,2023-11-13,2024-02-04,2024-02-18,11,10
PO024772,SUP033,SITE03,P00256,2023-11-27,2024-03-03,2024-03-12,3,2
PO024773,SUP033,SITE03,P00256,2024-01-15,2024-04-20,2024-04-22,4,4
PO024774,SUP033,SITE03,P00256,2024-04-15,2024-07-26,2024-07-29,4,4
PO024775,SUP033,SITE03,P00256,2024-05-13,2024-08-06,2024-08-07,4,4
PO024776,SUP033,SITE03,P00256,2024-09-16,2024-12-10,2024-12-17,7,7
PO024777,SUP033,SITE03,P00256,2024-11-18,2025-02-21,2025-02-23,6,6
PO024778,SUP033,SITE03,P00256,2024-12-23,2025-04-05,2025-04-14,10,10
PO024779,SUP033,SITE04,P00256,2022-01-31,2022-05-08,2022-05-16,7,7
PO024780,SUP033,SITE04,P00256,2022-02-14,2022-05-23,2022-05-29,6,5
PO024781,SUP033,SITE04,P00256,2022-03-14,2022-06-21,2022-06-28,24,24
PO024782,SUP033,SITE04,P00256,2022-09-19,2022-12-12,2022-12-17,13,13
PO024783,SUP033,SITE04,P00256,2022-11-28,2023-03-02,2023-03-08,6,6
PO024784,SUP033,SITE04,P00256,2022-12-19,2023-03-18,2023-03-26,8,8
PO024785,SUP033,SITE04,P00256,2023-01-09,2023-04-16,2023-04-21,11,10
PO024786,SUP033,SITE04,P00256,2023-01-16,2023-04-09,2023-04-13,12,12
PO024787,SUP033,SITE04,P00256,2023-02-13,2023-05-14,2023-05-17,9,9
PO024788,SUP033,SITE04,P00256,2023-03-06,2023-06-15,2023-06-26,5,4
PO024789,SUP033,SITE04,P00256,2023-04-17,2023-07-04,2023-07-07,6,6
PO024790,SUP033,SITE04,P00256,2023-04-24,2023-07-24,2023-07-30,13,13
PO024791,SUP033,SITE04,P00256,2023-05-22,2023-08-18,2023-08-20,11,11
PO024792,SUP033,SITE04,P00256,2023-06-26,2023-09-19,2023-09-22,9,9
PO024793,SUP033,SITE04,P00256,2023-07-24,2023-10-19,2023-10-24,6,6
PO024794,SUP033,SITE04,P00256,2023-12-25,2024-03-08,2024-03-17,19,19
PO024795,SUP033,SITE04,P00256,2024-01-08,2024-04-09,2024-04-11,20,20
PO024796,SUP033,SITE04,P00256,2024-04-22,2024-07-11,2024-07-14,18,18
PO024797,SUP033,SITE04,P00256,2024-09-16,2024-12-16,2024-12-26,11,7
PO024798,SUP033,SITE04,P00256,2024-09-23,2024-12-24,2025-01-01,12,12
PO024799,SUP033,SITE05,P00256,2022-02-07,2022-04-25,2022-05-03,21,21
PO024800,SUP033,SITE05,P00256,2022-04-04,2022-07-18,2022-07-21,14,14
PO024801,SUP033,SITE05,P00256,2022-04-25,2022-07-30,2022-08-12,8,8
PO024802,SUP033,SITE05,P00256,2022-05-09,2022-08-10,2022-08-17,11,9
PO024803,SUP033,SITE05,P00256,2022-05-16,2022-07-31,2022-08-07,10,10
PO024804,SUP033,SITE05,P00256,2022-08-29,2022-11-22,2022-11-27,9,9
PO024805,SUP033,SITE05,P00256,2022-09-19,2022-12-20,2022-12-27,40,40
PO024806,SUP033,SITE05,P00256,2022-09-26,2022-12-19,2022-12-17,6,5
PO024807,SUP033,SITE05,P00256,2022-11-07,2023-02-07,2023-02-06,8,6
PO024808,SUP033,SITE05,P00256,2022-12-19,2023-03-09,2023-03-17,4,4
PO024809,SUP033,SITE05,P00256,2023-02-20,2023-05-08,2023-05-12,17,14
PO024810,SUP033,SITE05,P00256,2023-03-20,2023-06-09,2023-06-14,6,6
PO024811,SUP033,SITE05,P00256,2023-08-14,2023-11-16,2023-11-24,7,7
PO024812,SUP033,SITE05,P00256,2023-11-06,2024-02-09,2024-02-15,9,9
PO024813,SUP033,SITE05,P00256,2024-05-13,2024-08-02,2024-08-08,12,12
PO024814,SUP033,SITE05,P00256,2024-07-22,2024-10-25,2024-10-24,16,16
PO024815,SUP033,SITE05,P00256,2024-08-26,2024-11-25,2024-11-27,7,7
PO024816,SUP033,SITE05,P00256,2024-11-18,2025-02-06,2025-02-08,18,18
PO024817,SUP033,SITE05,P00256,2024-12-16,2025-03-20,2025-03-29,11,11
PO024818,SUP033,SITE06,P00256,2022-01-31,2022-04-29,2022-05-04,27,27
PO024819,SUP033,SITE06,P00256,2022-02-14,2022-05-12,2022-05-23,25,25
PO024820,SUP033,SITE06,P00256,2022-04-25,2022-07-22,2022-08-02,10,10
PO024821,SUP033,SITE06,P00256,2022-05-09,2022-08-01,2022-08-07,16,16
PO024822,SUP033,SITE06,P00256,2022-07-04,2022-09-21,2022-09-26,11,7
PO024823,SUP033,SITE06,P00256,2022-07-18,2022-10-14,2022-10-21,8,8
PO024824,SUP033,SITE06,P00256,2022-10-31,2023-01-23,2023-02-05,10,10
PO024825,SUP033,SITE06,P00256,2022-11-28,2023-02-23,2023-02-24,9,9
PO024826,SUP033,SITE06,P00256,2022-12-26,2023-03-26,2023-03-30,8,6
PO024827,SUP033,SITE06,P00256,2023-03-20,2023-06-23,2023-06-29,19,19
PO024828,SUP033,SITE06,P00256,2023-05-08,2023-08-10,2023-08-14,13,13
PO024829,SUP033,SITE06,P00256,2023-05-15,2023-08-13,2023-08-17,14,14
PO024830,SUP033,SITE06,P00256,2023-07-17,2023-10-16,2023-10-30,18,18
PO024831,SUP033,SITE06,P00256,2023-07-31,2023-10-23,2023-10-31,14,14
PO024832,SUP033,SITE06,P00256,2023-11-20,2024-02-19,2024-02-29,11,11
PO024833,SUP033,SITE06,P00256,2024-01-01,2024-03-27,2024-03-31,4,4
PO024834,SUP033,SITE06,P00256,2024-01-22,2024-04-20,2024-04-21,12,12
PO024835,SUP033,SITE06,P00256,2024-02-19,2024-05-25,2024-05-26,12,12
PO024836,SUP033,SITE06,P00256,2024-04-01,2024-06-22,2024-06-25,5,5
PO024837,SUP033,SITE06,P00256,2024-05-13,2024-08-11,2024-08-21,14,14
PO024838,SUP033,SITE06,P00256,2024-06-03,2024-08-24,2024-08-31,50,50
PO024839,SUP033,SITE06,P00256,2024-08-26,2024-11-28,2024-12-03,21,17
PO024840,SUP033,SITE06,P00256,2024-09-16,2024-12-02,2024-12-07,4,4
PO024841,SUP033,SITE06,P00256,2024-09-23,2024-12-28,2025-01-05,12,11
PO024842,SUP033,SITE06,P00256,2024-10-21,2025-01-06,2025-01-15,21,21
PO024843,SUP033,SITE06,P00256,2024-12-02,2025-02-27,2025-03-05,19,19
PO024844,SUP033,SITE06,P00256,2024-12-16,2025-03-14,2025-03-24,16,16
PO024845,SUP038,SITE01,P00257,2022-02-14,2022-04-16,2022-04-13,19,16
PO024846,SUP038,SITE01,P00257,2022-04-11,2022-06-05,2022-06-05,18,18
PO024847,SUP038,SITE01,P00257,2022-05-09,2022-06-28,2022-06-28,15,15
PO024848,SUP038,SITE01,P00257,2022-05-23,2022-07-19,2022-07-22,9,9
PO024849,SUP038,SITE01,P00257,2022-05-30,2022-07-24,2022-07-23,8,8
PO024850,SUP038,SITE01,P00257,2022-07-04,2022-08-31,2022-09-01,22,22
PO024851,SUP038,SITE01,P00257,2022-07-11,2022-09-06,2022-09-09,10,10
PO024852,SUP038,SITE01,P00257,2022-07-18,2022-09-15,2022-09-18,6,6
PO024853,SUP038,SITE01,P00257,2022-08-08,2022-09-25,2022-09-25,11,11
PO024854,SUP038,SITE01,P00257,2022-09-05,2022-10-28,2022-11-01,14,14
PO024855,SUP038,SITE01,P00257,2022-10-31,2022-12-24,2022-12-24,9,9
PO024856,SUP038,SITE01,P00257,2022-12-19,2023-02-07,2023-02-09,17,17
PO024857,SUP038,SITE01,P00257,2023-03-20,2023-05-17,2023-05-19,8,8
PO024858,SUP038,SITE01,P00257,2023-05-01,2023-06-15,2023-06-19,20,20
PO024859,SUP038,SITE01,P00257,2023-07-03,2023-08-23,2023-08-30,14,14
PO024860,SUP038,SITE01,P00257,2023-09-18,2023-11-10,2023-11-14,6,5
PO024861,SUP038,SITE01,P00257,2024-01-08,2024-03-02,2024-03-02,9,7
PO024862,SUP038,SITE01,P00257,2024-04-22,2024-06-22,2024-06-24,11,11
PO024863,SUP038,SITE01,P00257,2024-04-29,2024-06-23,2024-06-26,13,12
PO024864,SUP038,SITE01,P00257,2024-07-22,2024-09-12,2024-09-13,28,28
PO024865,SUP038,SITE01,P00257,2024-08-12,2024-10-02,2024-10-08,12,12
PO024866,SUP038,SITE01,P00257,2024-09-16,2024-11-14,2024-11-14,8,8
PO024867,SUP038,SITE01,P00257,2024-09-23,2024-11-18,2024-11-20,9,9
PO024868,SUP038,SITE01,P00257,2024-09-30,2024-11-21,2024-11-24,13,13
PO024869,SUP038,SITE01,P00257,2024-10-28,2024-12-14,2024-12-20,24,24
PO024870,SUP038,SITE01,P00257,2024-11-18,2025-01-07,2025-01-08,27,27
PO024871,SUP038,SITE01,P00257,2024-12-09,2025-02-03,2025-02-10,10,10
PO024872,SUP038,SITE02,P00257,2022-01-10,2022-03-06,2022-03-08,32,32
PO024873,SUP038,SITE02,P00257,2022-02-14,2022-04-05,2022-04-10,6,6
PO024874,SUP038,SITE02,P00257,2022-04-18,2022-06-05,2022-06-06,22,22
PO024875,SUP038,SITE02,P00257,2022-04-25,2022-06-17,2022-06-16,14,14
PO024876,SUP038,SITE02,P00257,2022-05-16,2022-07-11,2022-07-12,12,12
PO024877,SUP038,SITE02,P00257,2022-06-20,2022-08-12,2022-08-10,10,10
PO024878,SUP038,SITE02,P00257,2022-08-15,2022-10-08,2022-10-05,19,19
PO024879,SUP038,SITE02,P00257,2022-08-22,2022-10-16,2022-10-16,30,30
PO024880,SUP038,SITE02,P00257,2022-10-03,2022-11-13,2022-11-13,9,9
PO024881,SUP038,SITE02,P00257,2022-10-10,2022-12-04,2022-12-06,20,20
PO024882,SUP038,SITE02,P00257,2022-10-17,2022-12-05,2022-12-08,15,15
PO024883,SUP038,SITE02,P00257,2023-01-09,2023-03-08,2023-03-07,14,11
PO024884,SUP038,SITE02,P00257,2023-01-30,2023-03-22,2023-03-23,25,18
PO024885,SUP038,SITE02,P00257,2023-02-06,2023-03-28,2023-04-01,59,59
PO024886,SUP038,SITE02,P00257,2023-03-13,2023-05-03,2023-05-08,10,10
PO024887,SUP038,SITE02,P00257,2023-06-26,2023-08-25,2023-08-26,15,13
PO024888,SUP038,SITE02,P00257,2023-08-07,2023-10-03,2023-10-10,18,18
PO024889,SUP038,SITE02,P00257,2023-09-04,2023-11-02,2023-11-05,12,12
PO024890,SUP038,SITE02,P00257,2023-09-11,2023-11-01,2023-11-05,23,23
PO024891,SUP038,SITE02,P00257,2023-09-18,2023-11-08,2023-11-14,12,12
PO024892,SUP038,SITE02,P00257,2023-10-02,2023-11-26,2023-11-26,6,6
PO024893,SUP038,SITE02,P00257,2023-12-04,2024-01-24,2024-01-27,6,6
PO024894,SUP038,SITE02,P00257,2024-01-08,2024-03-08,2024-03-14,18,18
PO024895,SUP038,SITE02,P00257,2024-03-18,2024-05-12,2024-05-17,8,8
PO024896,SUP038,SITE02,P00257,2024-03-25,2024-05-09,2024-05-10,8,5
PO024897,SUP038,SITE02,P00257,2024-04-29,2024-06-23,2024-06-23,11,11
PO024898,SUP038,SITE02,P00257,2024-06-17,2024-08-07,2024-08-08,9,9
PO024899,SUP038,SITE02,P00257,2024-07-08,2024-08-28,2024-09-09,22,20
PO024900,SUP038,SITE02,P00257,2024-09-16,2024-11-07,2024-11-10,34,34
PO024901,SUP038,SITE02,P00257,2024-11-04,2024-12-23,2024-12-23,20,20
PO024902,SUP038,SITE02,P00257,2024-11-18,2025-01-17,2025-01-20,10,10
PO024903,SUP038,SITE03,P00257,2022-01-03,2022-02-23,2022-02-25,9,9
PO024904,SUP038,SITE03,P00257,2022-03-14,2022-05-07,2022-05-17,15,15
PO024905,SUP038,SITE03,P00257,2022-03-21,2022-05-07,2022-05-09,21,21
PO024906,SUP038,SITE03,P00257,2022-05-30,2022-07-24,2022-07-21,21,21
PO024907,SUP038,SITE03,P00257,2022-06-13,2022-08-05,2022-08-06,35,35
PO024908,SUP038,SITE03,P00257,2022-07-04,2022-09-01,2022-09-05,7,7
PO024909,SUP038,SITE03,P00257,2022-07-18,2022-09-07,2022-09-10,45,45
PO024910,SUP038,SITE03,P00257,2022-10-24,2022-12-16,2022-12-13,16,16
PO024911,SUP038,SITE03,P00257,2022-12-12,2023-02-02,2023-02-02,22,21
PO024912,SUP038,SITE03,P00257,2023-01-09,2023-03-08,2023-03-06,11,10
PO024913,SUP038,SITE03,P00257,2023-03-27,2023-05-26,2023-05-25,24,24
PO024914,SUP038,SITE03,P00257,2023-05-01,2023-06-28,2023-07-04,25,25
PO024915,SUP038,SITE03,P00257,2023-05-29,2023-07-17,2023-07-22,11,11
PO024916,SUP038,SITE03,P00257,2023-06-12,2023-07-31,2023-07-29,10,10
